saleprice,address,sqft,date,bathrooms,bedrooms,studio,floor
753672.1744,150 east 93rd street,,2012-08-28,1,2,0,6
785260.1745,150 east 93rd street,1000,2004-07-29,1,1,0,6
704532.0992,150 east 93rd street,1000,2012-05-16,1,1,0,6
888413.7552,150 east 93rd street,1000,2018-06-06,1,1,0,6
598787.1398,150 east 93rd street,,2015-07-27,1,1,0,6
488156.3862,150 east 93rd street,,2012-06-20,1,1,0,6
562940.5026,150 east 93rd street,,2014-05-22,1,1,0,6
907651.004,150 east 93rd street,,2014-12-17,2,2,0,7
1207847.467,150 east 93rd street,,2018-02-07,2,2,0,7
677156.4026,150 east 93rd street,,2012-03-19,1,2,0,7
414097.8695,150 east 93rd street,,2014-04-23,1,1,0,7
608063.425,150 east 93rd street,730,2007-01-23,1,1,0,7
1019704.361,150 east 93rd street,,2016-05-05,1,2,0,8
923625.1863,150 east 93rd street,,2006-05-23,1,2,0,8
701922.6428,150 east 93rd street,,2005-08-08,1,2,0,8
916793.6391,150 east 93rd street,1000,2006-09-15,1,2,0,9
1129761.688,150 east 93rd street,1000,2008-04-24,1,2,0,9
981432.3906,150 east 93rd street,1000,2011-06-07,1,2,0,9
979285.6689,150 east 93rd street,1000,2018-08-14,1,2,0,9
666290.1036,150 east 93rd street,600,2005-03-21,1,1,0,9
574214.425,150 east 93rd street,600,2009-09-09,1,1,0,9
621761.4688,150 east 93rd street,600,2014-06-11,1,1,0,9
469573.2145,150 east 93rd street,730,2012-02-29,1,1,0,9
5962763.953,150 east 93rd street,,2015-11-10,4,3,0,0
1271155.074,155 east 93rd street,1200,2005-01-25,2,2,0,10
1254126.15,155 east 93rd street,1200,2016-06-30,2,2,0,10
1029815.042,155 east 93rd street,1200,2018-11-15,2,2,0,10
1103668.836,155 east 93rd street,,2004-09-23,1,1,0,10
673532.6756,155 east 93rd street,750,2005-05-05,1,1,0,10
881213.8257,155 east 93rd street,750,2008-05-05,1,1,0,10
769859.0955,155 east 93rd street,750,2013-08-20,1,1,0,10
877426.9201,155 east 93rd street,750,2017-07-20,1,1,0,10
587954.3335,155 east 93rd street,,2005-09-16,1,1,0,10
552032.2631,155 east 93rd street,,2005-03-03,1,1,0,11
728602.5805,155 east 93rd street,,2014-04-28,1,1,0,11
634022.8922,155 east 93rd street,,2019-03-15,1,1,0,11
590872.7638,155 east 93rd street,,2004-02-20,1,1,0,11
793500.8459,155 east 93rd street,,2008-08-22,1,1,0,11
756218.4148,155 east 93rd street,,2014-03-25,1,1,0,11
1118226.14,155 east 93rd street,,2014-02-26,2,2,0,3
554965.6022,155 east 93rd street,,2013-03-07,1,1,0,3
639515.2181,155 east 93rd street,,2008-07-01,1,1,0,3
522214.2156,155 east 93rd street,,2018-07-23,1,1,0,3
470239.7663,155 east 93rd street,,2014-06-06,3,2,0,3
868655.7951,155 east 93rd street,,2003-12-12,1,1,0,4
1335623.431,155 east 93rd street,1000,2008-03-14,2,2,0,4
521825.5057,155 east 93rd street,,2003-05-29,1,1,0,4
566726.5623,155 east 93rd street,,2006-05-10,1,1,0,4
500000,155 east 93rd street,,2017-12-21,1,1,0,4
640545.3981,155 east 93rd street,800,2006-03-29,1,1,0,4
530010.3845,155 east 93rd street,800,2012-04-19,1,1,0,4
563679.5544,155 east 93rd street,800,2014-01-23,1,1,0,4
625893.7233,155 east 93rd street,,2009-09-17,1,1,0,5
638821.5755,155 east 93rd street,,2017-09-13,1,1,0,5
428138.7372,155 east 93rd street,,2012-05-24,1,1,0,5
741587.1591,155 east 93rd street,,2008-04-02,1,1,0,5
805136.9814,155 east 93rd street,1150,2003-04-14,2,2,0,6
1462790.356,155 east 93rd street,1150,2007-05-31,2,2,0,6
1048443.474,155 east 93rd street,1150,2013-07-22,2,2,0,6
655344.8435,155 east 93rd street,,2004-07-21,1,1,0,6
462995.4642,155 east 93rd street,,2004-04-07,2,2,0,6
465936.9151,155 east 93rd street,643,2018-12-19,1,1,0,6
1088408.316,155 east 93rd street,,2005-05-16,2,2,0,7
737496.416,155 east 93rd street,850,2008-03-12,1,1,0,7
739312.5397,155 east 93rd street,850,2013-12-16,1,1,0,7
528233.0525,155 east 93rd street,,2006-06-08,1,1,0,7
678654.5971,155 east 93rd street,800,2005-05-25,1,1,0,7
626573.6081,155 east 93rd street,800,2010-07-29,1,1,0,7
568233.5515,155 east 93rd street,800,2012-12-19,1,1,0,7
547403.5059,155 east 93rd street,,2004-04-06,1,1,0,8
856193.6769,155 east 93rd street,1000,2004-05-18,1,2,0,8
961493.5193,155 east 93rd street,1000,2009-04-02,1,2,0,8
590653.5029,155 east 93rd street,,2013-02-13,1,1,0,9
1301847.892,155 east 93rd street,1500,2015-08-28,3,2,0,9
773407.6696,155 east 93rd street,800,2008-11-24,1,1,0,9
557291.2737,155 east 93rd street,,2004-02-25,1,1,0,0
418070.4139,175 east 93rd street,,2018-09-13,1,1,0,1
440781.7073,175 east 93rd street,,2016-07-27,1,1,0,1
426746.1774,175 east 93rd street,,2019-03-05,1,1,0,1
440000,175 east 93rd street,,2017-12-06,1,1,0,3
536244.2901,177 east 93rd street,676,2005-06-27,1,1,0,1
510672.9119,177 east 93rd street,700,2015-12-04,1,1,0,2
507691.0178,177 east 93rd street,750,2017-10-24,1,1,0,3
452610.0678,177 east 93rd street,,2004-12-02,1,1,0,3
458318.89,177 east 93rd street,,2014-01-07,1,1,0,3
501276.9396,177 east 93rd street,,2007-10-25,1,1,0,4
488114.2013,177 east 93rd street,700,2017-01-23,1,1,0,4
4784743.917,180 east 93rd street,3041,2010-07-23,4,4,0,2
5097939.376,180 east 93rd street,3061,2010-12-27,4,4,0,3
6671375.049,180 east 93rd street,3061,2015-12-01,4,4,0,3
5653587.99,180 east 93rd street,3061,2011-02-16,4,4,0,4
6743572.08,180 east 93rd street,3061,2015-08-04,4,4,0,4
4614422.042,180 east 93rd street,3047,2012-08-07,4,4,0,5
6852436.824,180 east 93rd street,,2010-07-16,4,4,0,0
4637936.635,180 east 93rd street,2896,2012-10-31,4,4,0,1
4990978.556,180 east 93rd street,2412,2012-03-23,4,4,0,2
1229460.706,181 east 93rd street,,2018-03-29,2,3,0,1
609270.4281,181 east 93rd street,1000,2004-09-29,1,2,0,1
764367.9113,181 east 93rd street,1000,2007-05-07,1,2,0,1
711328.1543,181 east 93rd street,1000,2014-11-05,1,2,0,1
730677.8727,181 east 93rd street,925,2013-11-07,1,2,0,2
532325.5113,181 east 93rd street,,2007-06-26,1,1,0,2
449090.1825,181 east 93rd street,,2012-09-07,1,1,0,2
466029.1167,181 east 93rd street,,2019-01-23,1,1,0,2
537266.3182,181 east 93rd street,,2005-08-29,1,1,0,2
599899.2311,181 east 93rd street,,2008-07-17,1,1,0,2
513415.5771,181 east 93rd street,,2010-02-03,1,1,0,2
570808.0336,181 east 93rd street,,2016-06-07,1,1,0,2
653227.0537,181 east 93rd street,,2013-06-20,1,2,0,2
807560.5968,181 east 93rd street,,2018-10-18,1,2,0,2
924600.1464,181 east 93rd street,1000,2008-11-26,1,2,0,3
583178.698,181 east 93rd street,,2005-10-27,1,2,0,3
623749.8129,181 east 93rd street,650,2008-02-22,1,1,0,3
537558.2742,181 east 93rd street,650,2014-07-24,1,1,0,3
531471.6193,181 east 93rd street,650,2018-08-14,1,1,0,3
855542.9148,181 east 93rd street,900,2007-05-03,1,2,0,3
633446.2762,181 east 93rd street,1000,2013-03-01,1,2,0,4
466953.5602,181 east 93rd street,612,2006-09-07,1,1,0,4
693078.1605,181 east 93rd street,,2003-09-18,1,1,0,4
616779.159,181 east 93rd street,950,2009-05-19,1,2,0,4
709217.944,181 east 93rd street,950,2013-06-25,1,2,0,4
492502.2486,181 east 93rd street,650,2014-09-11,1,1,0,5
499900,181 east 93rd street,,2017-12-26,1,1,0,5
842715.9861,181 east 93rd street,1100,2006-06-27,1,2,0,5
849104.4278,181 east 93rd street,1100,2011-06-21,1,2,0,5
455747.566,181 east 93rd street,,2005-03-09,1,1,0,6
495605.8643,181 east 93rd street,,2011-01-19,1,1,0,6
825164.0747,181 east 93rd street,,2012-10-01,1,3,0,6
1140265.786,181 east 93rd street,,2019-03-21,1,3,0,6
664722.8249,181 east 93rd street,,2012-12-20,1,2,0,6
653406.1915,181 east 93rd street,1000,2013-04-30,1,2,0,6
863724.0636,181 east 93rd street,1000,2017-05-11,1,2,0,6
786060.6736,245 east 93rd street,2000,2003-01-10,2,3,0,10
2813110.903,245 east 93rd street,2960,2017-10-19,2,3,0,10
766896.9567,245 east 93rd street,753,2005-09-15,1,1,0,10
1020507.414,245 east 93rd street,1230,2013-05-17,1,2,0,10
1190951.665,245 east 93rd street,1356,2011-05-12,2,2,0,10
1686860.37,245 east 93rd street,2093,2003-07-01,2,3,0,10
2144277.553,245 east 93rd street,2093,2012-12-31,2,3,0,10
1019107.628,245 east 93rd street,1000,2006-10-23,1,1,0,11
1460339.69,245 east 93rd street,1046,2017-08-29,1,2,0,11
1712489.266,245 east 93rd street,1624,2015-02-23,3,3,0,11
1395934.651,245 east 93rd street,1494,2007-02-09,2,2,0,11
905508.2734,245 east 93rd street,960,2008-07-09,1,2,0,11
3492576.573,245 east 93rd street,2000,2015-10-30,3,3,0,11
665232.6944,245 east 93rd street,970,2003-01-10,1,1,0,12
1055161.993,245 east 93rd street,1050,2006-03-17,1,1,0,12
883142.3765,245 east 93rd street,1050,2013-03-06,1,1,0,12
1458606.284,245 east 93rd street,1356,2006-03-17,2,2,0,12
1227327.774,245 east 93rd street,1356,2013-03-08,2,2,0,12
1052473.148,245 east 93rd street,1285,2003-10-22,2,2,0,12
1407801.239,245 east 93rd street,1285,2005-06-17,2,2,0,12
1032361.694,245 east 93rd street,1285,2011-12-15,2,2,0,12
705114.7801,245 east 93rd street,773,2012-06-19,1,1,0,12
1993033.749,245 east 93rd street,1494,2004-02-11,1,2,0,12
1993033.749,245 east 93rd street,960,2004-02-11,,1,0,12
2208953.913,245 east 93rd street,731,2004-07-23,1,1,0,12
908671.7088,245 east 93rd street,975,2005-04-08,2,2,0,14
769606.84,245 east 93rd street,753,2005-11-15,5,2,0,14
628997.6814,245 east 93rd street,787,2012-07-31,1,1,0,14
1028230.399,245 east 93rd street,960,2007-09-27,1,2,0,14
1223608.503,245 east 93rd street,960,2015-07-22,1,2,0,14
729873.812,245 east 93rd street,775,2005-05-20,1,1,0,15
1147439.091,245 east 93rd street,1356,2003-06-14,2,2,0,15
1306850.607,245 east 93rd street,1356,2010-06-24,2,2,0,15
1772083.997,245 east 93rd street,1356,2015-12-10,2,2,0,15
489452.3479,245 east 93rd street,773,2004-04-28,1,1,0,15
1503787.687,245 east 93rd street,1624,2005-04-28,5,2,0,15
1677358.459,245 east 93rd street,1357,2014-04-22,2,3,0,15
2364622.052,245 east 93rd street,1357,2016-08-12,2,3,0,15
1011963.164,245 east 93rd street,970,2007-05-31,1,1,0,16
1225461,245 east 93rd street,1356,2012-07-11,2,2,0,16
1425817.041,245 east 93rd street,1250,2013-12-06,2,2,0,16
1989175.527,245 east 93rd street,1624,2006-02-17,1,2,0,16
1093172.43,245 east 93rd street,1000,2017-01-04,1,2,0,17
1390759.937,245 east 93rd street,1000,2019-02-20,1,2,0,17
602490.142,245 east 93rd street,750,2003-06-02,1,1,0,17
830735.1484,245 east 93rd street,750,2007-04-04,1,1,0,17
905220.1356,245 east 93rd street,973,2004-12-01,1,1,0,17
1052180.397,245 east 93rd street,973,2006-08-14,1,1,0,17
1245592.835,245 east 93rd street,973,2016-04-20,1,1,0,17
814941.2707,245 east 93rd street,970,2012-01-06,1,2,0,18
777623.4721,245 east 93rd street,970,2003-10-16,1,2,0,18
1382005.079,245 east 93rd street,1262,2006-06-01,2,2,0,19
1483089.459,245 east 93rd street,1262,2009-06-04,2,2,0,19
1700000,245 east 93rd street,1262,2017-12-01,2,2,0,19
581863.7009,245 east 93rd street,773,2003-04-17,1,1,0,19
1977802.825,245 east 93rd street,1624,2006-06-27,1,2,0,19
889933.8585,245 east 93rd street,960,2005-05-20,1,2,0,19
858743.7474,245 east 93rd street,960,2009-10-07,1,2,0,19
915891.7289,245 east 93rd street,960,2012-05-31,1,2,0,19
607905.7837,245 east 93rd street,750,2003-06-10,1,1,0,20
709877.8999,245 east 93rd street,750,2009-05-21,1,1,0,20
1117803.335,245 east 93rd street,1400,2004-04-30,2,2,0,20
1337063.791,245 east 93rd street,1400,2011-06-30,2,2,0,20
2148550.428,245 east 93rd street,1624,2015-06-19,3,3,0,20
786027.561,245 east 93rd street,973,2003-08-01,1,2,0,20
1026136.928,245 east 93rd street,973,2014-02-28,1,2,0,20
812044.6803,245 east 93rd street,1000,2004-10-29,1,2,0,21
1147186.993,245 east 93rd street,1356,2003-01-08,1,2,0,21
1139266.705,245 east 93rd street,1494,2009-10-09,2,3,0,21
1656372.565,245 east 93rd street,1494,2016-05-11,2,3,0,21
1038039.371,245 east 93rd street,1100,2006-06-09,1,2,0,22
960517.3883,245 east 93rd street,1100,2013-03-29,1,2,0,22
659861.7432,245 east 93rd street,753,2005-01-18,1,1,0,22
808319.8512,245 east 93rd street,753,2007-09-17,1,1,0,22
738443.9945,245 east 93rd street,753,2012-10-24,1,1,0,22
1075603.512,245 east 93rd street,1050,2005-05-12,1,2,0,22
1148182.722,245 east 93rd street,1050,2014-07-01,1,2,0,22
1754979.434,245 east 93rd street,1356,2015-11-10,2,2,0,22
529986.1037,245 east 93rd street,857,2004-03-23,1,1,0,22
1034579.757,245 east 93rd street,857,2018-10-12,1,1,0,22
1295735.01,245 east 93rd street,1357,2006-09-29,2,2,0,22
1052351.115,245 east 93rd street,973,2007-11-30,1,1,0,22
1085554.573,245 east 93rd street,973,2014-07-31,1,1,0,22
426783.0514,245 east 93rd street,753,2017-02-28,1,1,0,23
777623.4721,245 east 93rd street,1046,2003-10-07,1,2,0,23
1300000,245 east 93rd street,1046,2017-12-13,1,2,0,23
1086707.359,245 east 93rd street,1356,2004-05-13,1,2,0,23
1256255.068,245 east 93rd street,1230,2005-02-02,1,2,0,23
1164636.96,245 east 93rd street,970,2016-05-09,1,1,0,24
631292.2508,245 east 93rd street,773,2003-01-31,1,1,0,24
2277944.149,245 east 93rd street,1624,2016-09-08,1,2,0,24
1228199.714,245 east 93rd street,1362,2009-01-07,2,2,0,24
925100.2871,245 east 93rd street,967,2005-01-31,1,2,0,25
682117.5314,245 east 93rd street,753,2004-10-19,1,1,0,25
759636.846,245 east 93rd street,753,2006-04-24,1,1,0,25
705114.7801,245 east 93rd street,753,2012-06-07,1,1,0,25
1809659.802,245 east 93rd street,1350,2015-11-13,2,2,0,25
1049280.584,245 east 93rd street,1300,2003-06-27,2,2,0,25
1186560.445,245 east 93rd street,1300,2010-02-08,2,2,0,25
592141.4117,245 east 93rd street,786,2004-01-15,1,1,0,25
808508.0281,245 east 93rd street,786,2006-01-17,1,1,0,25
783076.0645,245 east 93rd street,786,2014-10-14,1,1,0,25
2061787.022,245 east 93rd street,1650,2006-08-29,3,3,0,25
906213.1747,245 east 93rd street,960,2006-08-22,1,1,0,25
960517.3883,245 east 93rd street,960,2013-03-21,1,1,0,25
791690.3055,245 east 93rd street,753,2008-09-18,1,1,0,26
753377.6243,245 east 93rd street,753,2014-05-13,1,1,0,26
1125517.085,245 east 93rd street,1046,2007-12-07,1,2,0,26
1373286.769,245 east 93rd street,1046,2018-12-07,1,2,0,26
1154097.412,245 east 93rd street,1046,2005-11-21,1,2,0,27
1656915.1,245 east 93rd street,1285,2007-08-29,2,2,0,27
1348563.196,245 east 93rd street,1285,2011-08-15,2,2,0,27
1286405.189,245 east 93rd street,1648,2003-11-21,3,3,0,27
1996214.826,245 east 93rd street,1648,2008-09-12,3,3,0,27
1341863.37,245 east 93rd street,1000,2016-06-27,1,2,0,27
1230769.273,245 east 93rd street,1261,2011-09-14,2,2,0,28
1617839.339,245 east 93rd street,1261,2015-09-18,2,2,0,28
1112500.507,245 east 93rd street,973,2007-06-22,2,2,0,28
1323145.214,245 east 93rd street,973,2016-10-05,2,2,0,28
884407.392,245 east 93rd street,1045,2012-11-16,1,1,0,29
1134421.209,245 east 93rd street,1262,2012-10-04,2,2,0,29
1805713.183,245 east 93rd street,1262,2016-03-25,2,2,0,29
909924.4353,245 east 93rd street,787,2018-05-22,1,1,0,29
1545406.439,245 east 93rd street,1356,2005-07-18,2,2,0,29
1393780.409,245 east 93rd street,1356,2012-12-03,2,2,0,29
1593994.71,245 east 93rd street,1356,2018-12-14,2,2,0,29
984599.6943,245 east 93rd street,972,2007-01-29,1,1,0,29
1157388.602,245 east 93rd street,1288,2004-12-01,2,2,0,2
1192285.091,245 east 93rd street,1288,2012-05-16,2,2,0,2
1658792.434,245 east 93rd street,1288,2017-10-30,2,2,0,2
525773.4218,245 east 93rd street,772,2008-01-10,1,1,0,2
671905.1368,245 east 93rd street,800,2005-04-29,1,1,0,2
776349.0572,245 east 93rd street,800,2008-04-25,1,1,0,2
671506.3622,245 east 93rd street,750,2005-01-07,1,1,0,2
723798.5401,245 east 93rd street,750,2013-07-03,1,1,0,2
1142372.77,245 east 93rd street,1100,2006-07-07,1,2,0,2
996369.538,245 east 93rd street,1100,2011-01-28,1,2,0,2
1119841.895,245 east 93rd street,970,2005-06-10,5,2,0,30
788729.6567,245 east 93rd street,753,2005-07-28,1,1,0,30
866326.8717,245 east 93rd street,753,2015-09-02,1,1,0,30
729120.5882,245 east 93rd street,773,2013-07-29,1,1,0,30
844690.4341,245 east 93rd street,1624,2005-11-21,5,2,0,30
2063555.571,245 east 93rd street,1624,2007-02-28,5,2,0,30
3445446.679,245 east 93rd street,3118,2011-03-07,3,4,0,30
688266.2797,245 east 93rd street,1494,2005-11-21,5,2,0,30
1881477.138,245 east 93rd street,1494,2007-02-28,5,2,0,30
716213.1688,245 east 93rd street,813,2019-01-24,1,1,0,3
1354459.481,245 east 93rd street,1300,2007-04-17,2,2,0,3
1323019.636,245 east 93rd street,1300,2014-07-17,2,2,0,3
1028739.393,245 east 93rd street,1294,2015-04-22,2,2,0,3
3332481.375,245 east 93rd street,731,2005-07-25,5,2,0,3
1018425.64,245 east 93rd street,1288,2004-02-04,1,2,0,4
728313.7309,245 east 93rd street,764,2007-02-13,1,1,0,4
648336.4727,245 east 93rd street,773,2004-10-15,1,1,0,4
652650.1464,245 east 93rd street,773,2009-04-30,1,1,0,4
1002756.064,245 east 93rd street,1300,2009-08-18,2,2,0,4
680686.3974,245 east 93rd street,963,2012-05-24,1,2,0,4
1399133.402,245 east 93rd street,1357,2005-07-19,2,2,0,5
1444149.476,245 east 93rd street,1357,2013-08-08,2,2,0,5
1775141.168,245 east 93rd street,1357,2017-07-27,2,2,0,5
607260.4377,245 east 93rd street,753,2013-03-26,1,1,0,5
916232.7852,245 east 93rd street,1288,2004-11-16,1,2,0,5
1142578.405,245 east 93rd street,1288,2005-03-29,1,2,0,5
1120597.187,245 east 93rd street,,2005-10-12,5,2,0,5
617153.957,245 east 93rd street,752,2004-10-05,2,3,0,5
1759713.696,245 east 93rd street,2452,2013-06-19,2,3,0,5
1612871.764,245 east 93rd street,1355,2016-02-17,2,2,0,6
551181.3593,245 east 93rd street,773,2004-09-14,1,1,0,6
2598707.446,245 east 93rd street,3271,2018-10-04,2,3,0,6
2937029.736,245 east 93rd street,2300,2018-10-09,2,3,0,6
790603.1892,245 east 93rd street,970,2003-11-14,1,2,0,7
3776246.93,245 east 93rd street,3856,2017-03-07,3,4,0,7
667412.6053,245 east 93rd street,773,2010-05-11,1,1,0,7
2037647.009,245 east 93rd street,1700,2005-07-06,3,3,0,7
1935922.809,245 east 93rd street,1700,2011-04-14,3,3,0,7
1168964.065,245 east 93rd street,1494,2003-08-22,1,2,0,7
1255000,245 east 93rd street,973,2017-12-19,1,1,0,7
598794.686,245 east 93rd street,753,2004-01-27,1,1,0,8
846929.8663,245 east 93rd street,753,2016-10-27,1,1,0,8
1156920.964,245 east 93rd street,1045,2017-09-22,1,2,0,8
1374512.691,245 east 93rd street,1400,2006-07-21,2,2,0,8
1226441.967,245 east 93rd street,1400,2010-05-10,2,2,0,8
1490173.465,245 east 93rd street,1400,2013-07-08,2,2,0,8
1064541.107,245 east 93rd street,1261,2009-03-13,2,2,0,8
810225.4336,245 east 93rd street,753,2005-07-19,1,1,0,9
773156.5842,245 east 93rd street,753,2006-11-13,1,1,0,9
868327.2576,245 east 93rd street,1056,2012-11-16,1,,1,9
653058.4826,245 east 93rd street,825,2004-09-15,1,1,0,9
1408528.409,245 east 93rd street,1400,2005-05-05,2,2,0,9
1831986.661,245 east 93rd street,2093,2009-10-28,2,4,0,9
2062515.03,245 east 93rd street,1688,2004-01-14,1,2,0,31
2183951.117,245 east 93rd street,1566,2005-02-18,5,2,0,32
1927145.583,245 east 93rd street,1313,2005-12-07,5,2,0,32
2311666.223,245 east 93rd street,2093,2008-04-14,2,3,0,5
2528655.945,245 east 93rd street,2093,2014-01-15,2,3,0,5
2254816.788,245 east 93rd street,2093,2005-02-10,1,3,0,1
3471067.066,245 east 93rd street,2093,2016-02-08,1,3,0,1
519369.8496,24 east 93rd street,550,2009-06-15,1,1,0,2
2234368.944,26 east 93rd street,,2011-02-02,2,3,0,2
2092846.133,24 east 93rd street,,2003-02-05,2,3,0,3
2568047.044,26 east 93rd street,,2010-06-23,2,3,0,3
2949398.357,24 east 93rd street,,2017-03-31,3,3,0,4
2281056.267,24 east 93rd street,,2004-07-12,1,2,0,4
2945358.416,26 east 93rd street,2000,2006-11-15,2,3,0,4
2546372.376,26 east 93rd street,2000,2011-08-01,2,3,0,4
3193228.854,26 east 93rd street,,2013-07-18,3,3,0,5
843809.607,300 east 93rd street,914,2010-04-21,2,2,0,10
856925.068,300 east 93rd street,1253,2003-07-10,3,3,0,10
584283.9254,300 east 93rd street,444,2017-05-02,1,,1,11
551155.7534,300 east 93rd street,444,2018-08-30,1,,1,11
576202.3243,300 east 93rd street,784,2003-11-18,2,1,0,11
824707.6146,300 east 93rd street,784,2006-07-26,2,1,0,11
819384.9422,300 east 93rd street,784,2014-07-28,2,1,0,11
498161.7134,300 east 93rd street,639,2004-07-09,5,1,0,11
666330.976,300 east 93rd street,802,2005-01-11,1,1,0,12
865946.8893,300 east 93rd street,802,2005-08-03,1,1,0,12
792496.8607,300 east 93rd street,802,2010-04-29,1,1,0,12
913582.9591,300 east 93rd street,802,2015-01-16,1,1,0,12
571045.664,300 east 93rd street,784,2003-08-12,2,1,0,12
843165.0983,300 east 93rd street,784,2015-05-22,2,1,0,12
537889.3127,300 east 93rd street,444,2007-09-11,1,,1,14
555395.9897,300 east 93rd street,444,2018-04-27,1,,1,14
692382.2457,300 east 93rd street,793,2005-04-01,2,1,0,14
701819.7658,300 east 93rd street,793,2009-11-09,2,1,0,14
476991.084,300 east 93rd street,639,2003-08-26,1,1,0,14
712286.0954,300 east 93rd street,639,2005-07-13,1,1,0,14
802305.4614,300 east 93rd street,639,2016-05-03,1,1,0,14
836852.2648,300 east 93rd street,793,2017-07-14,2,1,0,15
669293.3298,300 east 93rd street,802,2004-06-23,5,1,0,16
450977.5634,300 east 93rd street,914,2011-10-31,5,1,0,16
457140.9378,300 east 93rd street,444,2004-09-28,5,1,0,16
1264961.65,300 east 93rd street,1237,2010-12-15,2,3,0,16
595881.0311,300 east 93rd street,639,2005-01-24,5,1,0,16
598905.7667,300 east 93rd street,639,2013-04-16,5,1,0,16
930733.0996,300 east 93rd street,914,2013-08-22,2,1,0,17
516682.2247,300 east 93rd street,444,2014-07-25,1,,1,17
423310.1387,300 east 93rd street,444,2004-04-20,1,1,0,17
685707.5904,300 east 93rd street,794,2012-09-07,1,1,0,17
796478.9185,300 east 93rd street,639,2016-12-05,1,1,0,17
723562.5978,300 east 93rd street,802,2006-02-17,1,1,0,18
868207.6751,300 east 93rd street,802,2006-05-12,1,1,0,18
978819.5859,300 east 93rd street,793,2016-08-23,2,1,0,18
1311683.692,300 east 93rd street,1550,2004-06-21,2,3,0,19
1359387.008,300 east 93rd street,1550,2010-08-09,2,3,0,19
438385.18,300 east 93rd street,444,2004-11-24,5,1,0,19
571127.9486,300 east 93rd street,444,2008-02-11,5,1,0,19
1245467.344,300 east 93rd street,1534,2004-03-18,5,1,0,20
1698241.376,300 east 93rd street,1534,2015-06-29,5,1,0,20
1594001.208,300 east 93rd street,,2007-03-07,5,1,0,20
1499738.587,300 east 93rd street,914,2014-02-13,5,1,0,20
572789.0085,300 east 93rd street,444,2016-03-04,1,,1,20
625407.7831,300 east 93rd street,793,2004-01-13,2,1,0,20
709805.4611,300 east 93rd street,793,2009-06-22,2,1,0,20
629059.8507,300 east 93rd street,802,2011-09-16,1,1,0,21
974681.5124,300 east 93rd street,914,2014-03-03,2,1,0,21
501105.3651,300 east 93rd street,444,2014-08-18,1,,1,21
548333.7247,300 east 93rd street,793,2003-06-19,,1,0,21
1742917.46,300 east 93rd street,1441,2007-06-29,2,3,0,22
1956935.044,300 east 93rd street,1534,2018-12-21,2,3,0,22
573037.3864,300 east 93rd street,444,2017-10-05,1,,1,22
667153.479,300 east 93rd street,793,2011-06-30,2,1,0,22
2010885.634,300 east 93rd street,1441,2018-12-20,,1,0,22
602859.1929,300 east 93rd street,802,2004-03-10,1,1,0,23
891034.3588,300 east 93rd street,802,2007-12-21,1,1,0,23
872706.0085,300 east 93rd street,914,2004-06-23,5,1,0,23
429785.9942,300 east 93rd street,444,2011-08-02,1,,1,23
412309.3555,300 east 93rd street,444,2005-02-24,1,,1,23
596447.4324,300 east 93rd street,444,2017-07-26,1,,1,23
546840.4412,300 east 93rd street,784,2003-02-13,2,1,0,23
587752.6344,300 east 93rd street,639,2004-09-30,1,1,0,23
732065.0429,300 east 93rd street,639,2005-11-02,1,1,0,23
758784.2745,300 east 93rd street,639,2008-02-11,1,1,0,23
648921.1793,300 east 93rd street,802,2004-07-06,1,1,0,24
730349.0246,300 east 93rd street,802,2009-11-19,1,1,0,24
877434.3119,300 east 93rd street,802,2016-07-08,1,1,0,24
575937.5074,300 east 93rd street,444,2015-08-05,1,1,0,24
1750118.695,300 east 93rd street,1720,2004-10-01,3,4,0,25
2041844.366,300 east 93rd street,1720,2007-10-01,3,4,0,25
493596.779,300 east 93rd street,444,2003-05-02,5,1,0,25
622152.23,300 east 93rd street,444,2007-10-01,5,1,0,25
1168567.851,300 east 93rd street,793,2017-05-15,2,1,0,25
593774.8503,300 east 93rd street,802,2003-07-30,5,1,0,26
860834.248,300 east 93rd street,802,2007-04-24,5,1,0,26
516727.9147,300 east 93rd street,444,2014-09-09,1,,1,26
649608.2319,300 east 93rd street,793,2004-06-30,2,1,0,26
596483.1042,300 east 93rd street,639,2004-07-20,1,1,0,26
697652.2243,300 east 93rd street,639,2013-10-10,1,1,0,26
806800.7988,300 east 93rd street,639,2018-01-31,1,1,0,26
581863.7009,300 east 93rd street,802,2003-04-16,1,1,0,27
883075.3227,300 east 93rd street,802,2005-06-22,1,1,0,27
935197.4256,300 east 93rd street,802,2008-08-15,1,1,0,27
571979.1092,300 east 93rd street,444,2007-07-02,1,,1,27
1599774.135,300 east 93rd street,1237,2005-06-01,5,1,0,27
884407.392,300 east 93rd street,914,2012-11-16,2,1,0,28
434441.292,300 east 93rd street,441,2011-07-14,1,,1,28
475916.1896,300 east 93rd street,441,2013-04-10,1,,1,28
586157.1075,300 east 93rd street,441,2017-08-28,1,,1,28
583338.921,300 east 93rd street,444,2017-11-02,1,,1,28
711615.6054,300 east 93rd street,793,2005-01-06,2,1,0,28
750608.5991,300 east 93rd street,793,2009-05-27,2,1,0,28
646746.6445,300 east 93rd street,793,2011-12-20,2,1,0,28
499320.2456,300 east 93rd street,643,2003-04-23,1,1,0,29
688909.6329,300 east 93rd street,643,2014-07-15,1,1,0,29
