address,yearbuilt,numunits,stories,longitude,latitude,grandcentralwalkingdist,centralparkwalkingdist,closest_pre,closest_post,zipcode,group
340 east 80th street,1961,440,21,-73.953568,40.773453,2.2052519,0.68910235,0.49461269,0.29701617,10075,Second Ave
340 east 93rd street,1980,367,30,-73.94651,40.781311,2.8608,0.80529904,0.49026307,0.18268359,10128,Second Ave
343 east 74th street,1987,149,25,-73.955772,40.769539,1.8697106,0.73135573,0.45795169,0.20567438,10021,Second Ave
343 east 78th street,1910,12,4,-73.954033,40.772121,2.0648217,0.67046118,0.35356107,0.35356107,10075,Second Ave
343 east 92nd street,1920,15,5,-73.947121,40.781029,2.7967987,0.73384118,0.5263027,0.21748045,10128,Second Ave
344 east 84th street,1901,3,3,-73.951088,40.775768,2.3854499,0.69158787,0.42004797,0.12800278,,Second Ave
344 east 87th street,1925,20,5,-73.949768,40.777821,2.5352008,0.7083649,0.35915345,0.15969279,10028,Second Ave
345 east 61st street,1900,15,5,-73.961693,40.76123,1.2241043,0.62385821,0.273404,0.273404,10065,Second Ave
345 east 69th street,1963,133,18,-73.957626,40.766079,1.6373172,0.64622766,0.38711521,0.10998297,10021,Second Ave
345 east 73rd street,1961,143,13,-73.955841,40.768761,1.8206221,0.78417242,0.51325387,0.15845005,10021,Second Ave
345 east 77th street,1920,60,6,-73.954224,40.77137,2.0294034,0.66921842,0.31814283,0.31814283,10075,Second Ave
345 east 80th street,1973,328,31,-73.953423,40.773701,2.1965525,0.68040317,0.48591349,0.28831694,10075,Second Ave
345 east 81st street,1963,215,20,-73.951981,40.773869,2.2356992,0.72017097,0.52505994,0.22742242,10028,Second Ave
345 east 86th street,1971,90,22,-73.949806,40.777271,2.485491,0.65865511,0.31317186,0.076428846,10028,Second Ave
345 east 93rd street,1974,309,32,-73.946312,40.78157,2.8521008,0.79722124,0.48218524,0.17460574,10128,Second Ave
348 east 78th street,1910,10,5,-73.953972,40.771881,2.0741422,0.68040317,0.36350304,0.36350304,10075,Second Ave
348 east 89th street,1915,14,5,-73.9487,40.779011,2.6439409,0.67978179,0.46727231,0.26719028,10128,Second Ave
35 east 63rd   street,1910,,,-73.968849,40.765816,1.0389352,0.24295674,0.13794474,0.13794474,10065,Madison Ave
35 east 68th street,1910,8,5,-73.966759,40.769112,1.2713286,0.18392633,0.15347907,0.15347907,10065,Madison Ave
35 east 75th street,1959,76,17,-73.963608,40.77367,1.6180546,0.18330495,0.26284066,0.26284066,10021,Madison Ave
35 east 76th street,1930,60,40,-73.962837,40.774189,1.6671431,0.13173102,0.21313085,0.21313085,,Madison Ave
35 east 85th street,1959,154,16,-73.95887,40.780128,2.1319299,0.14043024,0.20629574,0.20629574,10028,Madison Ave
350 east 62nd street,1977,93,6,-73.96125,40.76165,1.2899698,0.68972373,0.33926952,0.33926952,10065,Second Ave
350 east 72nd street,1988,36,22,-73.957222,40.768162,1.7615917,0.76242435,0.51201111,0.083263949,10021,Second Ave
350 east 77th street,1920,80,6,-73.954407,40.77108,2.0306461,0.67046118,0.32000697,0.32000697,10021,Second Ave
350 east 78th street,1920,5,4,-73.953911,40.771851,2.0784917,0.68475276,0.36723128,0.36723128,10075,Second Ave
350 east 82nd street,1998,148,18,-73.951881,40.774441,2.2953508,0.77920139,0.52940959,0.18641183,10028,Second Ave
353 east 72nd street,1975,138,35,-73.956497,40.768269,1.7758833,0.77671593,0.52568132,0.11495396,10021,Second Ave
359 east 68th street,1984,20,11,-73.958069,40.76548,1.5913355,0.69966573,0.34113362,0.18206221,10065,Second Ave
36 east 69th street,1903,10,6,-73.966347,40.769531,1.3247666,0.136702,0.19883928,0.19883928,10065,Madison Ave
36 east 72nd street,1927,21,14,-73.964943,40.77142,1.4807312,0.28458872,0.34859011,0.34859011,10021,Madison Ave
360 east 72nd street,1963,460,34,-73.956337,40.76778,1.8001168,0.80094945,0.55053622,0.12116768,10021,Second Ave
360 east 88th street,1988,163,46,-73.94902,40.778278,2.612251,0.74751139,0.43620366,0.23612164,10128,Second Ave
360 east 89th street,2017,82,34,-73.948227,40.778809,2.6675532,0.70339394,0.49088445,0.28955969,,Second Ave
363 east 76th street,1963,210,20,-73.954361,40.770611,1.9859073,0.64809179,0.37468776,0.32373521,10021,Second Ave
37 east 67th street,1910,10,6,-73.967056,40.768421,1.2303181,0.15782867,0.19448967,0.19448967,10065,Madison Ave
37 east 74th street,1910,7,4,-73.963852,40.772968,1.5838791,0.24917047,0.29701617,0.29701617,,Madison Ave
37 east 83rd street,1920,9,5,-73.959862,40.77887,2.0250537,0.23612164,0.31192911,0.31192911,10028,Madison Ave
370 east 76th street,1966,369,19,-73.955017,40.77066,1.9828004,0.6449849,0.3715809,0.32062835,10021,Second Ave
38 east 85th street,1925,60,12,-73.95903,40.779961,2.1275802,0.136702,0.21064536,0.21064536,10028,Madison Ave
389 east 89th street,2002,156,33,-73.948227,40.77903,2.6569898,0.69407332,0.48032114,0.28023911,10128,Second Ave
39 east 79th street,1925,20,14,-73.961746,40.776329,1.8231076,0.13110964,0.27091852,0.27091852,10075,Madison Ave
399 east 72nd street,1961,165,20,-73.955658,40.76783,1.833671,0.83388221,0.58346897,0.15472181,10021,York Ave
399 east 78th street,1910,35,7,-73.952858,40.771629,2.1381435,0.74440455,0.42750445,0.42750445,10075,York Ave
4 east 62nd street,1910,12,6,-73.971039,40.765781,1.0066239,0.090720423,0.29018107,0.29018107,10065,Madison Ave
4 east 70th street,1938,36,13,-73.967331,40.770771,1.386904,0.10128376,0.32622069,0.32622069,10021,Madison Ave
4 east 72nd street,1929,18,15,-73.966438,40.772041,1.4981297,0.19573241,0.43744642,0.43744642,10021,Madison Ave
4 east 82nd street,1920,9,5,-73.961792,40.77861,2.0194614,0.18330495,0.441796,0.441796,10028,Madison Ave
4 east 88th street,1922,35,9,-73.958893,40.782478,2.3214486,0.14726534,0.33554128,0.33554128,10128,Madison Ave
4 east 94th street,1963,1,7,-73.956223,40.786282,2.6209502,0.15223633,0.34113362,0.34113362,,Madison Ave
4 east 95th street,1923,37,9,-73.955688,40.78688,2.6700387,0.10190513,0.29142383,0.29142383,10128,Madison Ave
40 east 61st street,1928,36,20,-73.969772,40.76442,0.91466069,0.14975083,0.1777126,0.1777126,10065,Madison Ave
40 east 62nd street,1911,11,9,-73.969353,40.76506,0.99046814,0.19448967,0.18641183,0.18641183,,Madison Ave
40 east 66th street,1929,33,13,-73.967972,40.767761,1.1688021,0.16342103,0.25538421,0.25538421,10065,Madison Ave
40 east 72nd street,1930,6,8,-73.964851,40.77121,1.4900519,0.29390931,0.33926952,0.33926952,,Madison Ave
40 east 74th street,1930,7,5,-73.963814,40.772701,1.593821,0.25911242,0.28707421,0.28707421,10021,Madison Ave
40 east 78th street,1958,100,17,-73.962448,40.775452,1.7727764,0.18206221,0.20815986,0.20815986,10075,Madison Ave
40 east 80th street,1974,41,26,-73.961189,40.776711,1.8777884,0.16466378,0.3169001,0.3169001,10075,Madison Ave
40 east 83rd street,1912,30,11,-73.960052,40.778721,2.020704,0.23177204,0.31627873,0.31627873,10028,Madison Ave
40 east 84th street,1963,57,17,-73.959602,40.779369,2.0753849,0.18330495,0.26346204,0.26346204,10028,Madison Ave
40 east 86th street,1963,57,,-73.959106,40.780899,2.17729,0.1230318,0.19076143,0.19076143,10028,Madison Ave
40 east 94th street,1984,210,32,-73.954651,40.785629,2.5936098,0.24233536,0.25103459,0.25103459,10128,Madison Ave
400 east 67th street,2005,128,30,-73.958382,40.764488,1.5758013,0.69966573,0.42501897,0.24730635,10065,York Ave
400 east 70th street,1984,216,40,-73.957024,40.766361,1.7292804,0.73011297,0.47969976,0.20132476,10021,York Ave
400 east 77th street,1964,159,18,-73.953247,40.77071,2.0921619,0.73197711,0.38152286,0.38152286,10021,York Ave
400 east 85th street,1962,192,20,-73.949677,40.776001,2.4929473,0.69842297,0.42688307,0.19014005,10028,York Ave
400 east 90th street,1999,128,23,-73.947227,40.779209,2.7545455,0.69158787,0.57787663,0.34361914,10128,York Ave
401 east 60th street,1999,218,38,-73.961052,40.7603,1.2383958,0.73508394,0.30633676,0.30633676,,York Ave
401 east 65th street,1962,147,16,-73.958862,40.763321,1.4863236,0.77671593,0.48591349,0.35604659,10065,York Ave
401 east 74th street,1962,236,20,-73.954453,40.768978,1.9579455,0.81959063,0.54618663,0.278375,10021,York Ave
401 east 84th street,1986,88,28,-73.949928,40.77552,2.4463444,0.75186104,0.48094249,0.18827593,10028,York Ave
401 east 86th street,1963,229,19,-73.949272,40.776989,2.5563273,0.72887021,0.38400835,0.14726534,10028,York Ave
401 east 89th street,1963,197,19,-73.947662,40.77879,2.7129133,0.7499969,0.53624469,0.30385128,,York Ave
402 east 74th street,1937,42,6,-73.954338,40.768711,1.9616737,0.82269752,0.55115759,0.28210321,10021,York Ave
402 east 90th street,1910,82,12,-73.946922,40.779072,2.7750506,0.71271455,0.59900331,0.3647458,10128,York Ave
403 east 62nd street,1985,54,19,-73.960022,40.761398,1.3471361,0.74689001,0.3964358,0.3964358,10065,York Ave
403 east 87th street,1910,24,6,-73.948372,40.777439,2.6116297,0.78479379,0.43558228,0.20256752,10128,York Ave
403 east 90th street,1920,15,5,-73.946953,40.779308,2.7644873,0.7015298,0.58781862,0.35356107,10128,York Ave
404 east 66th street,1959,158,13,-73.958328,40.763672,1.5459753,0.73694807,0.49336997,0.31627873,10065,York Ave
404 east 76th street,1999,180,31,-73.953751,40.769958,2.0449376,0.70712215,0.43371817,0.36598855,10021,York Ave
404 east 79th street,1986,208,32,-73.952278,40.771999,2.1996596,0.71333593,0.48902035,0.4032709,10075,York Ave
405 east 63rd street,1957,154,13,-73.959427,40.76194,1.4030596,0.80281359,0.41694111,0.41694111,10065,York Ave
405 east 82nd street,1910,55,5,-73.950668,40.774151,2.3574882,0.84133869,0.59154683,0.24854909,10028,York Ave
406 east 73rd street,1910,8,5,-73.954933,40.768139,1.9051288,0.86867911,0.59713918,0.22680105,10021,York Ave
407 east 87th street,1920,20,5,-73.948212,40.77737,2.6209502,0.79473573,0.44552425,0.2118881,10128,York Ave
407 east 91st street,1901,35,5,-73.946022,40.779751,2.8347025,0.77423042,0.65865511,0.32497793,10128,York Ave
408 east 73rd street,1910,20,5,-73.954849,40.768101,1.9094784,0.8730287,0.60148883,0.23115066,10021,York Ave
408 east 79th street,2004,33,20,-73.95211,40.771931,2.2139511,0.72762746,0.50269055,0.41694111,10075,York Ave
41 east 75th street,1920,12,4,-73.96328,40.77367,1.6360744,0.20132476,0.24544223,0.24544223,10021,Madison Ave
410 east 73rd street,1910,7,5,-73.954773,40.76807,1.913828,0.87737828,0.60583842,0.23550026,10021,York Ave
411 east 68th   street,2003,,,-73.957291,40.765018,1.6460164,0.75434649,0.39581442,0.21872321,10065,York Ave
414   east 74 street,1910,,,-73.954033,40.76865,1.9815576,0.84258145,0.57042015,0.30136576,10021,York Ave
414 east 74 street,1910,,,-73.954575,40.768047,1.9815576,0.84258145,0.57042015,0.30136576,10021,York Ave
414 east 88th street,1910,19,5,-73.947639,40.77774,2.6843302,0.81959063,0.50766152,0.27464676,10128,York Ave
415 east 80th street,1959,79,5,-73.951469,40.772831,2.2655251,0.74937552,0.55550724,0.35728931,10075,York Ave
415 east 85th street,1959,98,12,-73.948868,40.775928,2.5327153,0.73819083,0.46727231,0.22990791,10028,York Ave
416 east 83rd street,1930,22,5,-73.949852,40.774422,2.4364026,0.84320283,0.57104152,0.22804379,10028,York Ave
417 east 78th street,1910,16,4,-73.95208,40.771301,2.1816397,0.78790063,0.47100052,0.47100052,10075,York Ave
417 east 87 street,1920,,,-73.947861,40.777157,2.6439409,0.81772649,0.46851504,0.2348789,10128,York Ave
417 east 87th   street,1920,,,-73.947861,40.777157,2.6439409,0.81772649,0.46851504,0.2348789,10128,York Ave
417 east 90th street,1985,71,8,-73.94632,40.779049,2.7999055,0.73694807,0.62385821,0.38960069,10128,York Ave
418 east 83rd street,1930,22,5,-73.949768,40.77438,2.4413736,0.84755242,0.57601255,0.2323934,10028,York Ave
419 east 78th street,1910,16,4,-73.952003,40.771271,2.1866107,0.79225022,0.47597152,0.47597152,10075,York Ave
419 east 84th street,1869,4,5,-73.949387,40.77528,2.4792771,0.78541511,0.51387525,0.22183007,10028,York Ave
419 east 87th street,1920,20,5,-73.947739,40.777168,2.6495333,0.82269752,0.47348604,0.24047124,10128,York Ave
42 east 73rd street,1920,1,4,-73.964462,40.772141,1.5323051,0.2982589,0.34796873,0.34796873,10021,Madison Ave
42 east 75th street,1910,2,4,-73.963249,40.7733,1.6149478,0.21623771,0.22990791,0.22990791,10021,Madison Ave
420 east 64th street,1956,494,13,-73.958588,40.761559,1.4440702,0.84444553,0.45857307,0.45857307,10065,York Ave
420 east 72nd street,1962,191,19,-73.955269,40.767319,1.8628755,0.86370808,0.6132949,0.18454771,10021,York Ave
420 east 85th street,1925,7,4,-73.948929,40.775681,2.5376863,0.7431618,0.4716219,0.2348789,10028,York Ave
420 east 86th street,1935,48,6,-73.948967,40.776531,2.5706191,0.74378318,0.39829993,0.16155691,10028,York Ave
421 east 78th street,1910,16,4,-73.95192,40.771229,2.1909602,0.79722124,0.48032114,0.48032114,10075,York Ave
421 east 84th street,1922,7,5,-73.949318,40.775249,2.4836268,0.78914338,0.51822484,0.22555831,10028,York Ave
422 east 72nd street,1990,199,44,-73.955559,40.76746,1.8902159,0.89104849,0.64001393,0.21126673,10021,York Ave
424 east 77th street,1910,20,5,-73.952522,40.770439,2.1393864,0.77920139,0.42874718,0.42874718,10021,York Ave
425 east 63rd street,1956,496,13,-73.958588,40.761559,1.4440702,0.84444553,0.45857307,0.45857307,10065,York Ave
425 east 78th street,1910,35,7,-73.951721,40.771149,2.2040091,0.81027007,0.49336997,0.49336997,10075,York Ave
425 east 79th street,1955,186,14,-73.951401,40.771969,2.2549617,0.75993884,0.54432249,0.44925249,10075,York Ave
425 east 86th street,1929,94,16,-73.948227,40.776569,2.5936098,0.76615256,0.42129073,0.18454771,10028,York Ave
429 east 74th street,2007,11,7,-73.953613,40.76873,2.002063,0.86308676,0.59030408,0.32187107,10021,York Ave
430 east 77th street,1960,37,6,-73.952187,40.770309,2.1555421,0.79535711,0.44428152,0.44428152,10021,York Ave
430 east 87th street,1925,28,5,-73.947693,40.776939,2.6600966,0.83326083,0.48404935,0.25041321,10028,York Ave
431 east 82nd street,1910,14,5,-73.949638,40.773708,2.4202468,0.90409732,0.65430552,0.31130773,10028,York Ave
432 east 85th street,1910,7,5,-73.948479,40.775501,2.5631626,0.76863807,0.49709818,0.2597338,10028,York Ave
435 east 65th street,1963,120,14,-73.957573,40.762791,1.5627525,0.85314476,0.56234235,0.43247542,10065,York Ave
435 east 76th street,1900,26,9,-73.952362,40.76976,2.118881,0.78106552,0.50766152,0.4399319,10021,York Ave
435 east 77th street,1962,87,12,-73.952293,40.77058,2.1449788,0.78479379,0.43433955,0.43433955,10075,York Ave
435 east 85th street,1958,70,4,-73.948219,40.77562,2.5706191,0.77609456,0.50455469,0.26719028,10028,York Ave
435 east 86th street,1910,60,9,-73.947983,40.77647,2.6085227,0.7816869,0.43620366,0.19946066,10028,York Ave
436 east 66th street,1910,10,5,-73.957191,40.763222,1.6118408,0.80219221,0.55923545,0.38152286,10065,York Ave
437-49 east 86 street,1961,153,,-73.95858,40.780796,2.6259212,0.79846394,0.45360211,0.21685909,10028,Madison Ave
437-49east 86 street,1961,153,,-73.947769,40.776222,2.6259212,0.79846394,0.45360211,0.21685909,10028,York Ave
439 east 88th street,1915,32,5,-73.946999,40.777699,2.7166417,0.85190201,0.5399729,0.30695814,10128,York Ave
44 east 65th street,1920,8,5,-73.96801,40.766949,1.1383549,0.23177204,0.23674302,0.23674302,10065,Madison Ave
44 east 67th street,1941,46,13,-73.967003,40.768169,1.2116768,0.16963476,0.18268359,0.18268359,10065,Madison Ave
44 east 86th street,1960,54,,-73.958977,40.780842,2.1692123,0.13110964,0.18330495,0.18330495,10028,Madison Ave
440 east 62nd street,1960,147,19,-73.959724,40.760956,1.4359924,0.83761042,0.48653486,0.48653486,10065,York Ave
440 east 79th street,1956,219,16,-73.951508,40.771671,2.2580686,0.77174497,0.546808,0.46167994,10075,York Ave
444 east 75th street,1963,156,19,-73.95256,40.768799,2.0934048,0.87489283,0.60211021,0.41445562,10021,York Ave
444 east 84th street,1964,95,12,-73.948959,40.774841,2.5196664,0.82580435,0.55426449,0.26221928,10028,York Ave
444 east 86th street,1973,315,37,-73.947884,40.776009,2.6302707,0.80281359,0.45795169,0.22120869,10028,York Ave
444 east 87th street,1905,42,5,-73.947212,40.776741,2.6837089,0.85687298,0.50766152,0.27464676,10028,York Ave
445 e 78th street,1910,,,-73.9515,40.770981,2.2189221,0.82518297,0.5082829,0.5082829,10075,York Ave
445 east 78 street,1910,,,-73.9515,40.770981,2.2189221,0.82518297,0.5082829,0.5082829,10075,York Ave
445 east 78th   street,1910,,,-73.9515,40.770981,2.2189221,0.82518297,0.5082829,0.5082829,10075,York Ave
445 east 86th street,1961,153,16,-73.947647,40.776329,2.6339991,0.80716318,0.46167994,0.22493693,10028,York Ave
446 east 86th street,1959,91,14,-73.947502,40.775921,2.6495333,0.82269752,0.47721425,0.24047124,10028,York Ave
448 east 84th street,1910,20,5,-73.948723,40.774769,2.527123,0.83326083,0.56172097,0.26967576,10028,York Ave
448 east 88th street,1920,14,5,-73.946678,40.777328,2.7421179,0.87675691,0.56544918,0.33243442,10128,York Ave
45 east 62nd street,1915,22,9,-73.969101,40.765179,0.9600209,0.205053,0.17646986,0.17646986,10065,Madison Ave
45 east 66th street,1907,33,10,-73.967911,40.767941,1.1638311,0.15845005,0.26097655,0.26097655,10065,Madison Ave
45 east 72nd street,1959,48,18,-73.9646,40.771599,1.4875664,0.29142383,0.34237638,0.34237638,10021,Madison Ave
45 east 80th street,1987,50,27,-73.961273,40.776958,1.8759243,0.16342103,0.31814283,0.31814283,10028,Madison Ave
45 east 82nd street,1912,20,11,-73.960381,40.77824,1.9728584,0.2597338,0.36536717,0.36536717,10028,Madison Ave
45 east 85th street,1925,45,9,-73.958344,40.779881,2.1132886,0.17833398,0.16901338,0.16901338,10028,Madison Ave
45 east 89th street,1969,251,38,-73.9571,40.782871,2.3543813,0.19386829,0.28831694,0.28831694,10128,Madison Ave
45 east end avenue,1951,104,20,-73.946587,40.771751,2.5445213,1.0457703,0.85128063,0.53251642,10028,York Ave
450 east 63rd street,1950,503,12,-73.958847,40.761429,1.4415847,0.85003793,0.46416545,0.46416545,,York Ave
450 east 83rd street,2005,120,27,-73.949013,40.773918,2.4960542,0.9295736,0.65927649,0.31379324,10028,York Ave
451 east 84th street,1922,8,5,-73.948448,40.774872,2.5364435,0.84196007,0.57104152,0.278375,10028,York Ave
451 east 86 street,1920,,,-73.947472,40.776108,2.6433196,0.81586242,0.47100052,0.23425752,10028,York Ave
455 east 86th street,1986,141,39,-73.948051,40.776482,2.6464264,0.81896925,0.47410738,0.23674302,10028,York Ave
46 east 92nd street,1920,8,4,-73.95575,40.784451,2.4842482,0.22555831,0.36039618,0.36039618,10128,Madison Ave
460 east 79th street,1957,118,20,-73.950821,40.771381,2.2860303,0.85625166,0.57476979,0.54556525,10075,York Ave
47 east 67th street,1910,8,5,-73.966721,40.768269,1.2017349,0.18019809,0.17274162,0.17274162,10065,Madison Ave
47 east 87th street,1948,61,15,-73.958008,40.781509,2.233835,0.21002398,0.2118881,0.2118881,10128,Madison Ave
47 east 88th street,1930,59,16,-73.957367,40.782059,2.2835448,0.22245143,0.2597338,0.2597338,10128,Madison Ave
48 east 83rd street,1920,6,4,-73.959831,40.77861,2.0275393,0.2392285,0.30882224,0.30882224,10028,Madison Ave
49 east 86th street,1930,47,18,-73.958488,40.780891,2.1760473,0.15161495,0.16217828,0.16217828,10028,Madison Ave
49 east 96th street,1929,64,19,-73.953903,40.787289,2.6868157,0.1298669,0.15907142,0.15907142,10029,Madison Ave
490 east end avenue,1913,,,-73.943604,40.776546,2.9148595,1.015323,0.756832,0.52257448,10128,York Ave
5 east 75th street,1920,8,6,-73.964844,40.774181,1.6509874,0.11371121,0.33243442,0.33243442,10021,Madison Ave
5 east 88th street,1930,,,-73.958862,40.782608,2.3251767,0.14291573,0.33926952,0.33926952,10128,Madison Ave
50 east 72nd street,1928,48,15,-73.964569,40.771252,1.4552549,0.30571538,0.32746342,0.32746342,10021,Madison Ave
50 east 77th street,1930,42,15,-73.962822,40.77478,1.7212025,0.16342103,0.15969279,0.15969279,10021,Madison Ave
50 east 79th street,1958,97,20,-73.961884,40.776039,1.8224863,0.13048828,0.26159793,0.26159793,10075,Madison Ave
50 east 80th street,1916,8,5,-73.961151,40.77668,1.8895944,0.17709123,0.305094,0.305094,10075,Madison Ave
50 east 83rd street,1920,8,4,-73.959778,40.778591,2.0368598,0.24792773,0.29950166,0.29950166,10028,Madison Ave
50 east 89th street,1973,210,30,-73.956818,40.782391,2.355624,0.19448967,0.28769559,0.28769559,10128,Madison Ave
50 east end avenue,1910,,,-73.946846,40.772144,2.5668907,1.0681398,0.8550089,0.51014704,10028,York Ave
500 east 83rd street,1965,189,21,-73.948303,40.773762,2.5420358,0.94821477,0.6766749,0.33367717,10028,York Ave
500 east 85th street,1965,189,,-73.947304,40.775085,2.6315136,0.8369891,0.56544918,0.32870618,10028,York Ave
500a east 87th street,1963,90,16,-73.946259,40.776329,2.7309332,0.90782559,0.55861408,0.32497793,10128,York Ave
501 east 79th street,1961,137,20,-73.950073,40.77142,2.3226912,0.83263946,0.61391628,0.52133173,10075,York Ave
502 park avenue,1927,122,31,-73.96994,40.762989,0.78852201,0.28148186,0.093827285,0.093827285,,Madison Ave
505 east 79th street,1963,209,19,-73.949539,40.771191,2.3413324,0.85128063,0.63255745,0.5399729,10075,York Ave
505 east 82nd street,1950,54,6,-73.948387,40.773201,2.4941902,0.9780407,0.72824883,0.3852511,10028,York Ave
505 east 83rd street,1910,16,5,-73.947899,40.773811,2.5457642,0.95194304,0.68102449,0.33678403,10028,York Ave
507 east 80th street,1925,16,8,-73.949097,40.771999,2.3991201,0.88297063,0.68972373,0.49088445,10028,York Ave
508 east 78th street,1910,384,6,-73.950111,40.77026,2.3295264,0.93516594,0.61826587,0.61826587,10075,York Ave
509 east 77th street,1900,286,6,-73.950462,40.769779,2.255583,0.89539814,0.54494387,0.54494387,10075,York Ave
509 east 83rd street,1925,15,5,-73.947739,40.77375,2.5550847,0.9612636,0.69096649,0.346726,10028,York Ave
509 east 88th street,1910,20,5,-73.945442,40.777031,2.8086047,0.94386518,0.63255745,0.39954266,10128,York Ave
51 east 78th street,1920,21,5,-73.961899,40.77544,1.7914176,0.2007034,0.18951869,0.18951869,10075,Madison Ave
51 east 90th street,1928,38,9,-73.956444,40.783321,2.3910422,0.13297376,0.35169697,0.35169697,10128,Madison Ave
510 east 80th street,1986,91,15,-73.949203,40.771599,2.3972561,0.88110656,0.68785959,0.48902035,10075,York Ave
510 east 84th street,1910,24,5,-73.947403,40.77422,2.6116297,0.91776752,0.64622766,0.35418245,10028,York Ave
510 east 86th street,1958,94,21,-73.946678,40.775558,2.7011073,0.87365007,0.52878821,0.29204518,10028,York Ave
510 park avenue,1925,28,14,-73.969719,40.763439,0.81959063,0.25041321,0.10004101,0.10004101,,Madison Ave
511 east 82nd street,1905,9,4,-73.948181,40.773121,2.5059962,0.98984677,0.74005491,0.39705718,10028,York Ave
512 east 82nd street,1920,20,5,-73.948257,40.772911,2.5097244,0.99357498,0.74378318,0.40078542,10028,York Ave
512 east 83rd street,1910,20,5,-73.947777,40.773548,2.5594344,0.96561325,0.69407332,0.35107559,10028,York Ave
514 east 82nd street,1900,15,5,-73.948174,40.772881,2.5159383,0.99978876,0.7499969,0.40699914,10028,York Ave
515 east 72nd street,1985,325,40,-73.953117,40.766762,1.9977133,0.998546,0.74813277,0.31876421,10021,York Ave
515 east 79th street,1981,163,30,-73.94883,40.77092,2.3947706,0.9047187,0.68599552,0.59403235,10075,York Ave
515 east 85th street,1962,82,13,-73.946922,40.775101,2.6501548,0.85563028,0.58409035,0.346726,10028,York Ave
515 east 88th street,1920,69,5,-73.945236,40.776951,2.820411,0.95504987,0.64374214,0.41072738,10128,York Ave
515 east 89th street,1942,70,6,-73.944641,40.777519,2.8657711,0.90285456,0.68910235,0.45670897,10128,York Ave
515 park avenue,1998,57,42,-73.969231,40.763401,0.79846394,0.2665689,0.091341794,0.091341794,,Lexington Ave
516 east 78th street,1910,384,6,-73.949738,40.7701,2.3295264,0.93516594,0.61826587,0.61826587,10075,York Ave
516 east 82nd street,1920,15,5,-73.94809,40.77285,2.5202878,1.0041384,0.75434649,0.41134876,10028,York Ave
517 east 77th street,1900,286,6,-73.950081,40.76963,2.255583,0.89539814,0.54494387,0.54494387,10075,York Ave
517 east 87th street,1925,9,5,-73.945503,40.776241,2.7837498,0.95691401,0.60770255,0.37468776,10128,York Ave
519 east 81st street,1910,20,5,-73.948357,40.772339,2.4724422,0.95815676,0.76428849,0.46540818,10028,York Ave
519 east 86th street,1939,36,6,-73.946281,40.775749,2.712292,0.88483477,0.5399729,0.3032299,10128,York Ave
519 east 87th street,1910,,,-73.94548,40.776146,2.7868567,0.96064228,0.61143076,0.37779462,10128,York Ave
52 east 72nd street,1986,17,18,-73.964363,40.77116,1.4372351,0.32373521,0.30944362,0.30944362,10021,Madison Ave
52 east 78th street,1920,47,13,-73.962013,40.77528,1.7907963,0.20008202,0.19014005,0.19014005,10075,Madison Ave
52 east end avenue,1988,81,40,-73.946892,40.772301,2.5718617,1.0737321,0.84941655,0.50517601,10028,York Ave
520 east 72nd street,1964,242,18,-73.952637,40.766209,1.9964706,0.99792463,0.74751139,0.42626169,10021,York Ave
520 east 76th street,1964,102,14,-73.950844,40.768879,2.2183006,0.88048518,0.60708117,0.53935152,10021,York Ave
520 east 81st street,1964,163,14,-73.94825,40.77206,2.4817626,0.96747732,0.77360904,0.47535014,10028,York Ave
520 east 86th street,1929,46,16,-73.946251,40.775391,2.7278264,0.90099049,0.55612862,0.31876421,10028,York Ave
520 east 90th street,1942,68,6,-73.944298,40.777981,2.9266655,0.86681497,0.75372511,0.49212721,10128,York Ave
520 park avenue,2015,35,54,-73.969467,40.76379,0.83885318,0.23115066,0.096312776,0.096312776,,Madison Ave
521 east 81st street,1910,20,5,-73.94828,40.772308,2.4767916,0.96250635,0.76863807,0.4697578,10028,York Ave
521 east 83rd street,1925,15,5,-73.947273,40.773548,2.5830464,0.98922539,0.71892828,0.37468776,10028,York Ave
521 east 88th street,1920,16,5,-73.944962,40.776829,2.837188,0.97244835,0.66114062,0.42812583,10128,York Ave
521 park avenue,1912,24,12,-73.968987,40.76363,0.82766849,0.23736438,0.091341794,0.091341794,10065,Lexington Ave
522 east 88th street,1910,16,5,-73.945007,40.77663,2.8427804,0.97741932,0.66611159,0.4330968,10128,York Ave
523 east 84th street,1910,60,4,-73.94696,40.774269,2.6290281,0.93516594,0.66362607,0.3715809,10028,York Ave
524 east 72nd street,1988,130,50,-73.952148,40.765999,2.0418308,1.0426635,0.79225022,0.36288169,10021,York Ave
525 east 80th street,1981,68,13,-73.948387,40.77153,2.4525583,0.93578732,0.74254042,0.54432249,10028,York Ave
525 east 82nd street,1962,94,13,-73.947517,40.772839,2.5482495,1.0321001,0.78230828,0.43931052,10028,York Ave
525 east 84th street,1910,60,4,-73.946877,40.774231,2.6290281,0.93516594,0.66362607,0.3715809,10028,York Ave
525 east 86th street,1962,138,21,-73.946121,40.775681,2.7303119,0.90347594,0.55861408,0.32124969,10128,York Ave
525 east 89th street,1942,70,6,-73.944481,40.777451,2.9018106,0.93889421,0.72452062,0.49274859,10128,York Ave
